No,docid,reg,postype,wordcat,wid,wcorresp,wstatus,lemma,word,metaphor,id,corresp,status,morph,order,type,mettext,DELMET,delmetadditionalinfo,nonmrw_mrw,eight_word_classes,register,widlii,del_nondel_widlii,six_word_classes,sid,pnum,snum,sindex,windex,wcount,scount,plen,slen,sentence_id,sentence
58461,al2-fragment16,news,NN1,N,-,-,-,growth,growth,mrw,-,-,-,n,-,met,growth,0,,1,4,4,0,0,3,183,6,10,1,37,415,13,2,39,al2-fragment16_10,The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable.
58462,al2-fragment16,news,VVZ,V,-,-,-,look,looks,mrw,-,-,-,n,-,met,looks,0,,1,6,4,0,0,4,183,6,10,1,38,415,13,2,39,al2-fragment16_10,The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable.
58463,al2-fragment16,news,AJ0,AJ,-,-,-,reasonable,reasonable,mrw,-,-,-,n,-,met,reasonable,0,,1,1,4,0,0,1,183,6,10,1,39,415,13,2,39,al2-fragment16_10,The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable.
58465,al2-fragment16,news,NN1,N,-,-,-,market,market,mrw,-,-,-,n,-,met,market,0,,1,4,4,0,0,3,184,6,11,2,2,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58472,al2-fragment16,news,VVI,V,-,-,-,return,return,mrw,-,-,-,n,-,met,return,0,,1,6,4,0,0,4,184,6,11,2,9,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58473,al2-fragment16,news,AVP,AV,-,-,-,back,back,mrw,-,-,-,n,-,met,back,0,,1,2,4,0,0,2,184,6,11,2,10,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58474,al2-fragment16,news,PRP,PR,-,-,-,above,above,mrw,-,-,-,n,-,met,above,0,,1,5,4,0,0,5,184,6,11,2,11,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58478,al2-fragment16,news,VVG,V,-,-,-,give,giving,mrw,-,-,-,n,-,met,giving,0,,1,6,4,0,0,4,184,6,11,2,15,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58483,al2-fragment16,news,NN1,N,-,-,-,return,return,mrw,-,-,-,n,-,met,return,0,,1,4,4,0,0,3,184,6,11,2,20,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58484,al2-fragment16,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,184,6,11,2,21,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58486,al2-fragment16,news,NN1,N,-,-,-,prospect,prospect,mrw,-,-,-,n,-,met,prospect,0,,1,4,4,0,0,3,184,6,11,2,23,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58489,al2-fragment16,news,NN1,N,-,-,-,growth,growth,mrw,-,-,-,n,-,met,growth,0,,1,4,4,0,0,3,184,6,11,2,26,415,13,2,27,al2-fragment16_11,"The market yield, a historic 4¾ p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too."
58495,al2-fragment16,news,VVN,V,-,-,-,go,gone,mrw,-,-,-,n,-,met,gone,0,,1,6,4,0,0,4,185,7,12,1,5,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58496,al2-fragment16,news,AV0,AV,-,-,-,away,away,mrw,-,-,-,n,-,met,away,0,,1,2,4,0,0,2,185,7,12,1,6,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58503,al2-fragment16,news,NN1,N,-,-,-,sector,sector,mrw,-,-,-,n,-,met,sector,0,,1,4,4,0,0,3,185,7,12,1,13,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58509,al2-fragment16,news,AJC,AJ,-,-,-,high,higher,mrw,-,-,-,n,-,met,higher,0,,1,1,4,0,0,1,185,7,12,1,19,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58527,al2-fragment16,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,185,7,12,1,37,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58528,al2-fragment16,news,DT0,DT,-,-,-,this,this,mrw,-,-,-,n,-,met,this,0,,1,3,4,0,0,6,185,7,12,1,38,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58535,al2-fragment16,news,AJ0,AJ,-,-,-,double,double,mrw,-,-,-,n,-,met,double,0,,1,1,4,0,0,1,185,7,12,1,45,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58539,al2-fragment16,news,VVZ,V,-,-,-,show,shows,mrw,-,-,-,n,-,met,shows,0,,1,6,4,0,0,4,185,7,12,1,49,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58546,al2-fragment16,news,AV0,AV,-,-,-,eagerly,eagerly,mrw,-,-,PP,n,-,met,eagerly,0,,1,2,4,0,0,2,185,7,12,1,56,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58547,al2-fragment16,news,VVD-VVN,V,-,-,-,sell,sold,mrw,-,-,PP,n,-,met,sold,0,,1,6,4,0,0,4,185,7,12,1,57,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58554,al2-fragment16,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,185,7,12,1,64,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58562,al2-fragment16,news,AJ0,AJ,-,-,-,regular,regular,mrw,-,-,-,n,-,met,regular,0,,1,1,4,0,0,1,185,7,12,1,72,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58563,al2-fragment16,news,NN1,N,-,-,-,stream,stream,mrw,-,-,-,n,-,met,stream,0,,1,4,4,0,0,3,185,7,12,1,73,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58565,al2-fragment16,news,AJ0,AJ,-,-,-,massive,massive,mrw,-,-,-,n,-,met,massive,0,,1,1,4,0,0,1,185,7,12,1,75,415,13,1,76,al2-fragment16_12,"Not all problems have gone away of course: yesterday's £ 6.4 billion public sector borrowing requirementis not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and —with this year's deficit forecast to be double last year's — shows why the Bank of England so eagerly sold £ 2billion or more of gilts on election night and why it needs a regular stream of massive sales."
58569,al2-fragment16,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,186,8,13,1,3,415,13,1,33,al2-fragment16_13,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year."
58583,al2-fragment16,news,NN1,N,-,-,-,market,market,mrw,-,-,-,n,-,met,market,0,,1,4,4,0,0,3,186,8,13,1,17,415,13,1,33,al2-fragment16_13,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year."
58586,al2-fragment16,news,VVG,V,-,-,-,start,starting,mrw,-,-,-,n,-,met,starting,0,,1,6,4,0,0,4,186,8,13,1,20,415,13,1,33,al2-fragment16_13,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year."
58588,al2-fragment16,news,VVI,V,-,-,-,feel,feel,mrw,-,-,-,n,-,met,feel,0,,1,6,4,0,0,4,186,8,13,1,22,415,13,1,33,al2-fragment16_13,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year."
58589,al2-fragment16,news,AJ0,AJ,-,-,-,bullish,bullish,mrw,-,-,-,n,-,met,bullish,0,,1,1,4,0,0,1,186,8,13,1,23,415,13,1,33,al2-fragment16_13,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year."
58591,al2-fragment16,news,VVG,V,-,-,-,look,looking,mrw,-,-,PP,n,-,met,looking,0,,1,6,4,0,0,4,186,8,13,1,25,415,13,1,33,al2-fragment16_13,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year."
58597,al2-fragment16,news,PRP,PR,-,-,-,by,by,mrw,-,-,-,n,-,met,by,0,,1,5,4,0,0,5,186,8,13,1,31,415,13,1,33,al2-fragment16_13,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year."
58598,al2-fragment16,news,ORD,OR,-,-,-,next,next,mrw,-,-,-,n,-,met,next,0,,1,8,4,0,0,6,186,8,13,1,32,415,13,1,33,al2-fragment16_13,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year."
58603,al2-fragment23,news,NN2,N,-,-,-,member,members,mrw,-,-,-,n,-,met,members,0,,1,4,4,0,0,3,252,1,1,1,4,414,17,1,11,al2-fragment23_1,City: Lloyd's members fail in bid to protect cash fund
58605,al2-fragment23,news,PRP-AVP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,252,1,1,1,6,414,17,1,11,al2-fragment23_1,City: Lloyd's members fail in bid to protect cash fund
58620,al2-fragment23,news,NN2,N,-,-,-,member,members,mrw,-,-,-,n,-,met,members,0,,1,4,4,0,0,3,254,3,3,1,7,414,17,3,35,al2-fragment23_3,MORE than 800 Lloyd's of London members on syndicates managed by the loss-making Gooda Walker agency have failed in their legal attempt to prevent Lloyd's and members' agents from drawing down their funds.
58621,al2-fragment23,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,254,3,3,1,8,414,17,3,35,al2-fragment23_3,MORE than 800 Lloyd's of London members on syndicates managed by the loss-making Gooda Walker agency have failed in their legal attempt to prevent Lloyd's and members' agents from drawing down their funds.
58632,al2-fragment23,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,254,3,3,1,19,414,17,3,35,al2-fragment23_3,MORE than 800 Lloyd's of London members on syndicates managed by the loss-making Gooda Walker agency have failed in their legal attempt to prevent Lloyd's and members' agents from drawing down their funds.
58633,al2-fragment23,news,DPS,DP,-,-,-,they,their,mrw,-,-,-,n,-,impl,their,0,,1,8,4,0,0,6,254,3,3,1,20,414,17,3,35,al2-fragment23_3,MORE than 800 Lloyd's of London members on syndicates managed by the loss-making Gooda Walker agency have failed in their legal attempt to prevent Lloyd's and members' agents from drawing down their funds.
58641,al2-fragment23,news,NN2,N,-,-,-,member,members,mrw,-,-,-,n,-,met,members,0,,1,4,4,0,0,3,254,3,3,1,28,414,17,3,35,al2-fragment23_3,MORE than 800 Lloyd's of London members on syndicates managed by the loss-making Gooda Walker agency have failed in their legal attempt to prevent Lloyd's and members' agents from drawing down their funds.
58644,al2-fragment23,news,PRP,PR,-,-,-,from,from,mrw,-,-,-,n,-,met,from,0,,1,5,4,0,0,5,254,3,3,1,31,414,17,3,35,al2-fragment23_3,MORE than 800 Lloyd's of London members on syndicates managed by the loss-making Gooda Walker agency have failed in their legal attempt to prevent Lloyd's and members' agents from drawing down their funds.
58645,al2-fragment23,news,VVG,V,-,-,-,draw,drawing,mrw,-,-,-,n,-,met,drawing,0,,1,6,4,0,0,4,254,3,3,1,32,414,17,3,35,al2-fragment23_3,MORE than 800 Lloyd's of London members on syndicates managed by the loss-making Gooda Walker agency have failed in their legal attempt to prevent Lloyd's and members' agents from drawing down their funds.
